rank,char,count,ratio,cumulative_ratio
1109,您,1,6.445E-05,0.98975251
1110,纽,1,6.445E-05,0.98981696
1111,努,1,6.445E-05,0.98988141
1112,女,1,6.445E-05,0.98994586
1113,怕,1,6.445E-05,0.99001031
1114,拍,1,6.445E-05,0.99007476
1115,叛,1,6.445E-05,0.99013921
1116,庞,1,6.445E-05,0.99020366
1117,脾,1,6.445E-05,0.99026811
1118,匹,1,6.445E-05,0.99033256
1119,骗,1,6.445E-05,0.99039701
1120,漂,1,6.445E-05,0.99046146
1121,品,1,6.445E-05,0.99052591
1122,凭,1,6.445E-05,0.99059036
1123,破,1,6.445E-05,0.99065481
1124,铺,1,6.445E-05,0.99071926
1125,欺,1,6.445E-05,0.99078371
1126,齐,1,6.445E-05,0.99084816
1127,企,1,6.445E-05,0.99091261
1128,千,1,6.445E-05,0.99097706
1129,巧,1,6.445E-05,0.99104151
1130,侵,1,6.445E-05,0.99110596
1131,青,1,6.445E-05,0.9911704
1132,倾,1,6.445E-05,0.99123485
1133,擎,1,6.445E-05,0.9912993
1134,球,1,6.445E-05,0.99136375
1135,劝,1,6.445E-05,0.9914282
1136,仍,1,6.445E-05,0.99149265
1137,肉,1,6.445E-05,0.9915571
1138,塞,1,6.445E-05,0.99162155
1139,叁,1,6.445E-05,0.991686
1140,散,1,6.445E-05,0.99175045
1141,丧,1,6.445E-05,0.9918149
1142,涩,1,6.445E-05,0.99187935
1143,山,1,6.445E-05,0.9919438
1144,伤,1,6.445E-05,0.99200825
1145,烧,1,6.445E-05,0.9920727
1146,社,1,6.445E-05,0.99213715
1147,摄,1,6.445E-05,0.9922016
1148,申,1,6.445E-05,0.99226605
1149,伸,1,6.445E-05,0.9923305
1150,圣,1,6.445E-05,0.99239495
1151,驶,1,6.445E-05,0.9924594
1152,屎,1,6.445E-05,0.99252385
1153,市,1,6.445E-05,0.9925883
1154,匙,1,6.445E-05,0.99265275
1155,抒,1,6.445E-05,0.9927172
1156,舒,1,6.445E-05,0.99278164
1157,暑,1,6.445E-05,0.99284609
1158,鼠,1,6.445E-05,0.99291054
1159,瞬,1,6.445E-05,0.99297499
1160,丝,1,6.445E-05,0.99303944
1161,私,1,6.445E-05,0.99310389
1162,斯,1,6.445E-05,0.99316834
1163,死,1,6.445E-05,0.99323279
1164,肆,1,6.445E-05,0.99329724
1165,松,1,6.445E-05,0.99336169
1166,搜,1,6.445E-05,0.99342614
1167,塑,1,6.445E-05,0.99349059
1168,祟,1,6.445E-05,0.99355504
1169,拓,1,6.445E-05,0.99361949
1170,抬,1,6.445E-05,0.99368394
1171,泰,1,6.445E-05,0.99374839
1172,贪,1,6.445E-05,0.99381284
1173,唐,1,6.445E-05,0.99387729
1174,躺,1,6.445E-05,0.99394174
1175,挺,1,6.445E-05,0.99400619
1176,桶,1,6.445E-05,0.99407064
1177,途,1,6.445E-05,0.99413509
1178,驼,1,6.445E-05,0.99419954
1179,碗,1,6.445E-05,0.99426399
1180,污,1,6.445E-05,0.99432844
1181,屋,1,6.445E-05,0.99439288
1182,午,1,6.445E-05,0.99445733
1183,物,1,6.445E-05,0.99452178
1184,吸,1,6.445E-05,0.99458623
1185,惜,1,6.445E-05,0.99465068
1186,晰,1,6.445E-05,0.99471513
1187,席,1,6.445E-05,0.99477958
1188,吓,1,6.445E-05,0.99484403
1189,闲,1,6.445E-05,0.99490848
1190,涎,1,6.445E-05,0.99497293
1191,县,1,6.445E-05,0.99503738
1192,陷,1,6.445E-05,0.99510183
1193,腺,1,6.445E-05,0.99516628
1194,销,1,6.445E-05,0.99523073
1195,协,1,6.445E-05,0.99529518
1196,幸,1,6.445E-05,0.99535963
1197,姓,1,6.445E-05,0.99542408
1198,羞,1,6.445E-05,0.99548853
1199,秀,1,6.445E-05,0.99555298
1200,蓄,1,6.445E-05,0.99561743
1201,悬,1,6.445E-05,0.99568188
1202,讶,1,6.445E-05,0.99574633
1203,延,1,6.445E-05,0.99581078
1204,炎,1,6.445E-05,0.99587523
1205,眼,1,6.445E-05,0.99593968
1206,厌,1,6.445E-05,0.99600412
1207,宴,1,6.445E-05,0.99606857
1208,扬,1,6.445E-05,0.99613302
1209,阳,1,6.445E-05,0.99619747
1210,仰,1,6.445E-05,0.99626192
1211,邀,1,6.445E-05,0.99632637
1212,遥,1,6.445E-05,0.99639082
1213,药,1,6.445E-05,0.99645527
1214,野,1,6.445E-05,0.99651972
1215,姨,1,6.445E-05,0.99658417
1216,胰,1,6.445E-05,0.99664862
1217,乙,1,6.445E-05,0.99671307
1218,艺,1,6.445E-05,0.99677752
1219,亦,1,6.445E-05,0.99684197
1220,疫,1,6.445E-05,0.99690642
1221,益,1,6.445E-05,0.99697087
1222,谊,1,6.445E-05,0.99703532
1223,荫,1,6.445E-05,0.99709977
1224,音,1,6.445E-05,0.99716422
1225,永,1,6.445E-05,0.99722867
1226,犹,1,6.445E-05,0.99729312
1227,鱼,1,6.445E-05,0.99735757
1228,御,1,6.445E-05,0.99742202
1229,誉,1,6.445E-05,0.99748647
1230,豫,1,6.445E-05,0.99755092
1231,缘,1,6.445E-05,0.99761536
1232,允,1,6.445E-05,0.99767981
1233,暂,1,6.445E-05,0.99774426
1234,脏,1,6.445E-05,0.99780871
1235,遭,1,6.445E-05,0.99787316
1236,责,1,6.445E-05,0.99793761
1237,扎,1,6.445E-05,0.99800206
1238,摘,1,6.445E-05,0.99806651
1239,宅,1,6.445E-05,0.99813096
1240,栈,1,6.445E-05,0.99819541
1241,张,1,6.445E-05,0.99825986
1242,蟑,1,6.445E-05,0.99832431
1243,掌,1,6.445E-05,0.99838876
1244,账,1,6.445E-05,0.99845321
1245,兆,1,6.445E-05,0.99851766
1246,珍,1,6.445E-05,0.99858211
1247,诊,1,6.445E-05,0.99864656
1248,争,1,6.445E-05,0.99871101
1249,挣,1,6.445E-05,0.99877546
1250,脂,1,6.445E-05,0.99883991
1251,职,1,6.445E-05,0.99890436
1252,植,1,6.445E-05,0.99896881
1253,旨,1,6.445E-05,0.99903326
1254,纸,1,6.445E-05,0.99909771
1255,峙,1,6.445E-05,0.99916216
1256,挚,1,6.445E-05,0.9992266
1257,终,1,6.445E-05,0.99929105
1258,钟,1,6.445E-05,0.9993555
1259,驻,1,6.445E-05,0.99941995
1260,祝,1,6.445E-05,0.9994844
1261,抓,1,6.445E-05,0.99954885
1262,桌,1,6.445E-05,0.9996133
1263,紫,1,6.445E-05,0.99967775
1264,揍,1,6.445E-05,0.9997422
1265,阻,1,6.445E-05,0.99980665
1266,遵,1,6.445E-05,0.9998711
1267,昨,1,6.445E-05,0.99993555
1268,坐,1,6.445E-05,1
